run_date,term,author,posts
2026-06-22,covid vaccination,PowerBottomBear92,1
2026-06-22,covid vaccination,factsnack,1
2026-06-22,covid vaccination,emphn.org.au,1
2026-06-22,covid vaccination,wataganparkpharmacy.com,1
2026-06-22,covid vaccine,The Economic Times,2
2026-06-22,covid vaccine,A Current Affair,2
2026-06-22,covid vaccine,The Insight Crafter,1
2026-06-22,covid vaccine,"Peter A. McCullough, MD, MPH™",1
2026-06-22,covid vaccine,Dr Trozzi,1
2026-06-22,covid vaccine,Kristen Lindgren,1
2026-06-22,covid vaccine,The American F.A.N Podcast,1
2026-06-22,covid vaccine,Graig Weich BeyondComics. TV,1
2026-06-22,covid vaccine,Dr Diaguard,1
2026-06-22,covid vaccine,Flashlights,1
2026-06-22,covid vaccine,Owen Report,1
2026-06-22,covid vaccine,The Daily Signal,1
2026-06-22,covid vaccine,The Financial Express,1
2026-06-22,covid vaccine,Blaire White,1
2026-06-22,covid vaccine,Rebel News,1
2026-06-22,covid vaccine,9NEWS,1
2026-06-22,covid vaccine,A Peaceful Perch,1
2026-06-22,covid vaccine,Sky News Australia,1
2026-06-22,covid vaccine,news.com.au,1
2026-06-22,covid vaccine,Full Measure with Sharyl Attkisson,1
2026-06-22,covid vaccine,PLUTO_HAS_COME_BACK,1
2026-06-22,covid vaccine,miragenews.com,1
2026-06-22,covid vaccines,DW News,1
2026-06-22,covid vaccines,Kanooni Adhikar,1
2026-06-22,covid vaccines,Lawtinum,1
2026-06-22,covid vaccines,Jonathan Howard,1
2026-06-22,covid vaccines,UMN Office of Academic Clinical Affairs,1
2026-06-22,covid vaccines,loopfission,1
2026-06-22,covid vaccines,hotdoc.com.au,1
2026-06-22,covid vaccines,miragenews.com,1
2026-06-22,covid vaccines,msn.com,1
2026-06-22,cow,Vet Info,3
2026-06-22,cow,Hannan's Cattle,1
2026-06-22,cow,PLUTO_HAS_COME_BACK,1
2026-06-22,crisis,Between The Lines - Podcast & Media,1
2026-06-22,crisis,miragenews.com,1
2026-06-22,crisis,savethechildren.org.au,1
2026-06-22,csl,kalkinemedia.com,3
2026-06-22,csl,kalkine.com.au,1
2026-06-22,current,A Current Affair,2
2026-06-22,current,INSIGHTS IAS,1
2026-06-22,current,healthed-test.kiratech.com.au,1
2026-06-22,cute,Nursinglife22,2
2026-06-22,cute,My Chem Academy ,1
2026-06-22,cute,Irish Franco,1
2026-06-22,cute,Hamdard hospital ,1
2026-06-22,cute,New Born,1
2026-06-22,cute,Jmk Vet,1
2026-06-22,cutebaby,MrZidi,1
2026-06-22,cutebaby,Bangaru Babu Diaries ,1
2026-06-22,cutebaby,Anvi cutediaries,1
2026-06-22,cutebaby,DrMoni Nicu Babies,1
2026-06-22,cutebaby,Hamdard hospital ,1
2026-06-22,cutebaby,Sayed Mujahid Husain,1
2026-06-22,cuts,miragenews.com,2
2026-06-22,cuts,The Logical Indian,1
2026-06-22,cuts cervical,miragenews.com,2
2026-06-22,cuts cervical,The Logical Indian,1
2026-06-22,daily,Dr. Debbie Ozment,1
2026-06-22,daily,Health Facts,1
2026-06-22,daily,Pinay Prenny in South Australia,1
2026-06-22,daily,pharmacydaily.com.au,1
2026-06-22,daily,thenewdaily.com.au,1
2026-06-22,dangerous,BioTech Informant,1
2026-06-22,dangerous,Toxic Fluoride,1
2026-06-22,dangerous,PLUTO_HAS_COME_BACK,1
2026-06-22,dangerous,adelaidenow.com.au,1
2026-06-22,dangerous,themercury.com.au,1
2026-06-22,dangerous,msn.com,1
2026-06-22,dangers,Christian Cat,1
2026-06-22,dangers,The State of Freedom,1
2026-06-22,dangers,Scientific death,1
2026-06-22,dangers,TheOmeganews,1
2026-06-22,dangers,The Gut Code ,1
2026-06-22,dangers,Natalie Tysdal,1
2026-06-22,dangers fluoride,Christian Cat,1
2026-06-22,dangers fluoride,The State of Freedom,1
2026-06-22,dangers fluoride,The Gut Code ,1
2026-06-22,day,Prilove,1
2026-06-22,day,Bangaru Babu Diaries ,1
2026-06-22,day,Akash & priti,1
2026-06-22,day,IsabellaCoronel,1
2026-06-22,day,Irish Franco,1
2026-06-22,day,manopraba life journey with Sai ma,1
2026-06-22,day,Lights on food,1
2026-06-22,day,Rohan Preeti Vlogs ,1
2026-06-22,day,Aakriti Dahal,1
2026-06-22,day,Ica-chu the Pug,1
2026-06-22,day,Dr Shirish Deshpande,1
2026-06-22,day,LENZING WEEKLY,1
2026-06-22,day,Akshay Dilaik Vlogs,1
2026-06-22,day,Amar and Nisha Vlogs,1
2026-06-22,day,NAYANA VARIYATH,1
2026-06-22,day,#Komalpalkarvlogs,1
2026-06-22,day,Choiyie,1
2026-06-22,deadly,msn.com,2
2026-06-22,deadly,BBC News,1
2026-06-22,deadly,loopfission,1
2026-06-22,deadly,au.news.yahoo.com,1
2026-06-22,deaths,miragenews.com,3
2026-06-22,deaths,Grant Stinchfield,2
2026-06-22,deaths,The Insight Crafter,1
2026-06-22,deaths,Liz Gunn,1
2026-06-22,deaths,Lawtinum,1
2026-06-22,deaths,Kristen Lindgren,1
2026-06-22,deaths,KVUE,1
2026-06-22,deaths,David McCaffrey,1
2026-06-22,deaths,Charismatic Studio,1
2026-06-22,deaths,Flashlights,1
2026-06-22,deaths,Crossfire Stories,1
2026-06-22,deaths,Owen Report,1
2026-06-22,deaths,McCullough Foundation,1
2026-06-22,deaths,The Daily Signal,1
2026-06-22,deaths,KMOV St. Louis,1
2026-06-22,deaths,OTV,1
2026-06-22,deaths,Sky News Australia,1
2026-06-22,deaths,nationaltribune.com.au,1
2026-06-22,debate,Text form Evidence,1
2026-06-22,debate,KIMA Action News,1
2026-06-22,debate,wgaltv,1
2026-06-22,debate,PlanetNotPlastic,1
2026-06-22,debate,Ana Gabriel Ritmos y Sentimientos,1
2026-06-22,debate,boytoymichelle,1
2026-06-22,debate,GoodAsDone,1
2026-06-22,debate,kalkine.com.au,1
2026-06-22,decision,IndiaFluProtection,1
2026-06-22,decision,loopfission,1
2026-06-22,decision,nationaltribune.com.au,1
2026-06-22,defence,newcastle.edu.au,2
2026-06-22,defence,govmarket.com.au,1
2026-06-22,defence,nationaltribune.com.au,1
2026-06-22,dementia,Dr. Noc,1
2026-06-22,dementia,"Brian Walcott, MD",1
2026-06-22,dementia,On the Mones,1
2026-06-22,dementia,WCVB Channel 5 Boston,1
2026-06-22,dementia,Ask Dr. Mia- Navigating Dementia Caregiving,1
2026-06-22,dementia,miragenews.com,1
2026-06-22,dementia,msn.com,1
2026-06-22,dementia risk,WCVB Channel 5 Boston,1
2026-06-22,dementia risk,miragenews.com,1
2026-06-22,dementia risk,msn.com,1
2026-06-22,dengue,Let's Crack UPSC CSE Hindi,2
2026-06-22,dengue,aapnews.aap.com.au,2
2026-06-22,dengue,msn.com,2
2026-06-22,dengue,O2 IAS Academy,1
2026-06-22,dengue,INSIGHTS IAS,1
2026-06-22,dengue,Dr M S S Mukharjee | Pulse Heart,1
2026-06-22,dengue,AK Insights,1
2026-06-22,dengue,Thanthi TV,1
2026-06-22,dengue vaccine,Let's Crack UPSC CSE Hindi,2
2026-06-22,dengue vaccine,O2 IAS Academy,1
2026-06-22,dengue vaccine,INSIGHTS IAS,1
2026-06-22,dengue vaccine,Dr M S S Mukharjee | Pulse Heart,1
2026-06-22,dengue vaccine,AK Insights,1
2026-06-22,dental,Pristine Smiles Dental,1
2026-06-22,dental,RPIIT ACADEMICS,1
2026-06-22,dental,The Dr. Phil Klein Dental Podcast,1
2026-06-22,dental,DENTAL JUNCTION,1
2026-06-22,dental,dentalatkeys.com.au,1
2026-06-22,dentalhealth,KC Complete Fighter ,1
2026-06-22,dentalhealth,Health Science,1
2026-06-22,dentalhealth,Sehat Byte,1
2026-06-22,dentist,British Thought Leaders,1
2026-06-22,dentist,Dr. Andrew Choi ,1
2026-06-22,dentist,PlanetNotPlastic,1
2026-06-22,dentist,dentalatkeys.com.au,1
2026-06-22,department,govmarket.com.au,2
2026-06-22,department,dpird.nsw.gov.au,2
2026-06-22,department,loopfission,1
2026-06-22,description,ReyNest,1
2026-06-22,description,Chris Aussie,1
2026-06-22,description,springboard.health.qld.gov.au,1
2026-06-22,designed,msn.com,1
2026-06-22,designed,citynews.com.au,1
2026-06-22,designed,puffnstuff.com.au,1
2026-06-22,designed,abc.net.au,1
2026-06-22,destroyed,Uncommon Ground,1
2026-06-22,destroyed,Social Society w/ Brandon Clark,1
2026-06-22,destroyed,The Discourse w/Brandon Clark,1
2026-06-22,development,TeleSUR English,1
2026-06-22,development,American Voices Unfiltered,1
2026-06-22,development,rmit.edu.au,1
2026-06-22,diamine,Deserving Dental,1
2026-06-22,diamine,Giggles Grins,1
2026-06-22,diamine,dentalatkeys.com.au,1
2026-06-22,diamine fluoride,Deserving Dental,1
2026-06-22,diamine fluoride,Giggles Grins,1
2026-06-22,diamine fluoride,dentalatkeys.com.au,1
2026-06-22,diphtheria,RC REDDY IAS STUDY CIRCLE,1
2026-06-22,diphtheria,Rainbow Children’s Hospital & BirthRight,1
2026-06-22,diphtheria,Horney Fure,1
2026-06-22,diphtheria,MelodyTV,1
2026-06-22,diphtheria,ABC News (Australia),1
2026-06-22,diphtheria,SBS News,1
2026-06-22,diphtheria,crownstmedicalcentre.com.au,1
2026-06-22,diphtheria,oceanmedical.com.au,1
2026-06-22,diphtheria,murraypioneer.com.au,1
2026-06-22,diphtheria,nt.gov.au,1
2026-06-22,diphtheria,murrayvalleystandard.com.au,1
2026-06-22,diphtheria,unsw.edu.au,1
2026-06-22,diphtheria,rsvp.chemistwarehouse.com.au,1
2026-06-22,diphtheria outbreak,Horney Fure,1
2026-06-22,diphtheria outbreak,MelodyTV,1
2026-06-22,diphtheria outbreak,ABC News (Australia),1
2026-06-22,diphtheria outbreak,murrayvalleystandard.com.au,1
2026-06-22,discovery,wamnnews.com.au,2
2026-06-22,discovery,The AI Residency,1
2026-06-22,discovery,discoveryalert.com.au,1
2026-06-22,disease,msn.com,2
2026-06-22,disease,Save Yourself with Dr. Amy Shah ,1
2026-06-22,disease,Vet Info,1
2026-06-22,disease,Dr Alo,1
2026-06-22,disease,AK Insights,1
2026-06-22,disease,PowerBottomBear92,1
2026-06-22,disease,miragenews.com,1
2026-06-22,disease,newshub.medianet.com.au,1
2026-06-22,disease,nationaltribune.com.au,1
2026-06-22,disease,thewest.com.au,1
2026-06-22,disease,mvec.mcri.edu.au,1
2026-06-22,diseases,ojs.cdi.cdc.gov.au,2
2026-06-22,diseases,pharmadispatch.com,1
2026-06-22,diseases,springboard.health.qld.gov.au,1
2026-06-22,diseases,studocu.com,1
2026-06-22,doctor,thelocaldoctor.com.au,2
2026-06-22,doctor,Quentin & Vanessa Jiles,1
2026-06-22,doctor,Grant Stinchfield,1
2026-06-22,doctor,Sathyadev and Vaishali,1
2026-06-22,doctor,Dr. Tommy Martin,1
2026-06-22,doctor,DENTAL JUNCTION,1
2026-06-22,doctor,Fit Arshia,1
2026-06-22,doctor,Nursinglife22,1
2026-06-22,doctor,VS2ute,1
2026-06-22,doctor,quavertail,1
2026-06-22,doctor,loopfission,1
2026-06-22,doctor,hotdoc.com.au,1
2026-06-22,doctors,crownstmedicalcentre.com.au,2
2026-06-22,doctors,oceanmedical.com.au,2
2026-06-22,doctors,Erraticlee Me,1
2026-06-22,doctors,Two Fun Guys Multiverse,1
2026-06-22,doctors,9NEWS,1
2026-06-22,doctors,loopfission,1
2026-06-22,doctors,msf.org.au,1
2026-06-22,doctors update,crownstmedicalcentre.com.au,2
2026-06-22,doctors update,oceanmedical.com.au,2
2026-06-22,doctors update,9NEWS,1
2026-06-22,dog,JHANSI LAKSHMI PETS,1
2026-06-22,dog,Zoo Buddy2.0,1
2026-06-22,dog,FZN Cosmos,1
2026-06-22,dog,Ridoy story ,1
2026-06-22,dog,Dog Public Safety ,1
2026-06-22,dog,Ica-chu the Pug,1
2026-06-22,dog,Jmk Vet,1
2026-06-22,dog,RK_kennel_திருப்பூர் ,1
2026-06-22,dog,The Pet Food Files,1
2026-06-22,dog,News18 Tamil Nadu,1
2026-06-22,dog,Street Dog Planet44,1
2026-06-22,dog,Vet Dr. Sagir Uddin Ahmed,1
2026-06-22,dog,myallcoast.newsofthearea.com.au,1
2026-06-22,dog,abc.net.au,1
2026-06-22,dog vaccination,JHANSI LAKSHMI PETS,1
2026-06-22,dog vaccination,Ridoy story ,1
2026-06-22,dog vaccination,Jmk Vet,1
2026-06-22,dog vaccination,News18 Tamil Nadu,1
2026-06-22,dog vaccination,Street Dog Planet44,1
2026-06-22,don't,nationaltribune.com.au,2
2026-06-22,don't,Dr. Praveenya Mahanthi,1
2026-06-22,don't,The Bony Nurse,1
2026-06-22,don't,Adelaide UHF,1
2026-06-22,don't,healthed-test.kiratech.com.au,1
2026-06-22,done,GJhogfarm,2
2026-06-22,done,Vet Info,2
2026-06-22,done,Dr. Nichole Morris,1
2026-06-22,done,DrMoni Nicu Babies,1
2026-06-22,done,Karuppan & CO,1
2026-06-22,done,RK_kennel_திருப்பூர் ,1
2026-06-22,done,AnnaBanana-y,1
2026-06-22,doses,International Relations,1
2026-06-22,doses,Chumpai1986,1
2026-06-22,doses,miragenews.com,1
2026-06-22,drinking,Dr. Julian Cross,1
2026-06-22,drinking,Plant Parenting 360,1
2026-06-22,drinking,Andrew Kaufman,1
2026-06-22,drinking,Scientific death,1
2026-06-22,drinking,InterestingClips,1
2026-06-22,drinking,:BananenRepublik in Deutschland,1
2026-06-22,drinking,WJTV 12 News,1
2026-06-22,drinking,The Gut Code ,1
2026-06-22,drinking,max vs machines,1
2026-06-22,drinking,ABC News (Australia),1
2026-06-22,drinking water,Plant Parenting 360,1
2026-06-22,drinking water,Andrew Kaufman,1
2026-06-22,drinking water,Scientific death,1
2026-06-22,drinking water,InterestingClips,1
2026-06-22,drinking water,:BananenRepublik in Deutschland,1
2026-06-22,drinking water,WJTV 12 News,1
2026-06-22,drinking water,max vs machines,1
2026-06-22,drinking water,ABC News (Australia),1
2026-06-22,drive,Soul Healer,1
2026-06-22,drive,PetParadise,1
2026-06-22,drive,discoveryalert.com.au,1
2026-06-22,drop,Nurse didi,1
2026-06-22,drop,ShiftedParadigmsAU,1
2026-06-22,drop,thenewdaily.com.au,1
2026-06-22,dthshow,EVERYDAY CLIP,1
2026-06-22,dthshow,ElFrameRoll,1
2026-06-22,dthshow,Rest is History ,1
2026-06-22,early,Ankura Hospital for Women & Children,1
2026-06-22,early,loopfission,1
2026-06-22,early,miragenews.com,1
2026-06-22,early,earlychildhood.qld.gov.au,1
2026-06-22,easy,TerryWhite Chemmart Paragon ,1
2026-06-22,easy,TerryWhite Chemmart Cumberland Park Pharmacy,1
2026-06-22,easy,bendigohealth.org.au,1
2026-06-22,ebola,miragenews.com,3
2026-06-22,ebola,KADAK,2
2026-06-22,ebola,msf.org.au,2
2026-06-22,ebola,Health unfiltered,1
2026-06-22,ebola,7NEWS Australia,1
2026-06-22,ebola,unsw.edu.au,1
2026-06-22,ebola,aapnews.aap.com.au,1
2026-06-22,ebola,nine.com.au,1
2026-06-22,ebola,savethechildren.org.au,1
2026-06-22,ebola,northernbeachesreview.com.au,1
2026-06-22,education,mvec.mcri.edu.au,8
2026-06-22,education,earlychildhood.qld.gov.au,1
2026-06-22,effect,KC Complete Fighter ,1
2026-06-22,effect,The Veritas Project ,1
2026-06-22,effect,greentext_guy,1
2026-06-22,effect,loopfission,1
2026-06-22,effective,My Top Show,1
2026-06-22,effective,UMN Office of Academic Clinical Affairs,1
2026-06-22,effective,HEALTH-HEALTH: 245k views : 3hours ago...,1
2026-06-22,effective,miragenews.com,1
2026-06-22,effects,TheOmeganews,1
2026-06-22,effects,The Economic Times,1
2026-06-22,effects,Toxic Fluoride,1
2026-06-22,ended,thetimes.com.au,2
2026-06-22,ended,EBPD Video,1
2026-06-22,ended,Andrew Kaufman,1
2026-06-22,ended,Let’s be real 101,1
2026-06-22,every,ReyNest,1
2026-06-22,every,Crafted Everyday,1
2026-06-22,every,The Pet Food Files,1
2026-06-22,excess,Liz Gunn,1
2026-06-22,excess,David McCaffrey,1
2026-06-22,excess,Back to the Science,1
2026-06-22,expands,WION,1
2026-06-22,expands,APT,1
2026-06-22,expands,9 News Australia,1
2026-06-22,experience,TerryWhite Chemmart Paragon ,1
2026-06-22,experience,TerryWhite Chemmart Cumberland Park Pharmacy,1
2026-06-22,experience,iOLANDE MELODY,1
2026-06-22,experience,nationaltribune.com.au,1
2026-06-22,expert,findanexpert.unimelb.edu.au,2
2026-06-22,expert,KWQC News,1
2026-06-22,expert,nationaltribune.com.au,1
2026-06-22,experts,msn.com,5
2026-06-22,experts,nine.com.au,2
2026-06-22,experts,newshub.medianet.com.au,1
2026-06-22,explained,Aaj Ki Baat,1
2026-06-22,explained,DOCTOR LIFE EXTENSION,1
2026-06-22,explained,Core Pre-Health Science Explainers,1
2026-06-22,explained,Forever With Trisha,1
2026-06-22,explained,Teeth Talk Girl,1
2026-06-22,explained,Sydney Children's Hospitals Network,1
2026-06-22,explained,puffnstuff.com.au,1
2026-06-22,explains,The Dr Kumar Discovery,1
2026-06-22,explains,Caries and fairies,1
2026-06-22,explains,CNN,1
2026-06-22,explosive,The Economic Times,3
2026-06-22,explosive,PlanetNotPlastic,1
2026-06-22,exposed,The Insight Crafter,1
2026-06-22,exposed,Dr Diaguard,1
2026-06-22,exposed,Arkansas Underground,1
2026-06-22,exposed,London Real,1
2026-06-22,exposed,Between The Lines - Podcast & Media,1
2026-06-22,exposes,Toxic Fluoride,2
2026-06-22,exposes,FullSpoiler [EN],1
2026-06-22,exposes,Redacted,1
2026-06-22,eye,The Veritas Project ,2
2026-06-22,eye,ADELINE ATLAS,1
2026-06-22,eye,VOID ABYSS,1
2026-06-22,facts,Jannick Röhl,1
2026-06-22,facts,BEST INFLUENCER,1
2026-06-22,facts,Facts Matter with Roman Balmakov,1
2026-06-22,facts,SKT Fact,1
2026-06-22,facts,Toxic Fluoride,1
2026-06-22,family,Whole Family Medicine,1
2026-06-22,family,IndiaFluProtection,1
2026-06-22,family,Rohan Preeti Vlogs ,1
2026-06-22,farm,Vet Info,3
2026-06-22,farm,Abyss,1
2026-06-22,farm,Crafted Everyday,1
2026-06-22,farm,Tahir poultry farm ,1
2026-06-22,farming,The Modern Shepherd 🐏🐐,2
2026-06-22,farming,Aaj Ki Baat,1
2026-06-22,farming,FarmQuick,1
2026-06-22,farming,Effective-Tour-656,1
2026-06-22,fda,m.au.investing.com,2
2026-06-22,fda,Kristen Lindgren,1
2026-06-22,fda,KVUE,1
2026-06-22,fda,Owen Report,1
2026-06-22,fda,McCullough Foundation,1
2026-06-22,fda,The Daily Signal,1
2026-06-22,fda,Living Well With Dr. Michelle Jorgensen,1
2026-06-22,fda,PLUTO_HAS_COME_BACK,1
2026-06-22,fda,au.investing.com,1
2026-06-22,federal,The Dr Kumar Discovery,1
2026-06-22,federal,Daily Dart,1
2026-06-22,federal,ABC News (Australia),1
2026-06-22,federal,loopfission,1
2026-06-22,federal court,The Dr Kumar Discovery,1
2026-06-22,federal court,Daily Dart,1
2026-06-22,federal court,loopfission,1
2026-06-22,fertilizer,Hidden Health Info,2
2026-06-22,fertilizer,Teeth Talk Girl,1
2026-06-22,fertilizer,Agelesssociety,1
2026-06-22,fertilizer,Plant Parenting 360,1
2026-06-22,fight,miragenews.com,2
2026-06-22,fight,WION,1
2026-06-22,fight,Between The Lines - Podcast & Media,1
2026-06-22,filter removes,WiseMoney,1
2026-06-22,filter removes,Rate This Product,1
2026-06-22,filter removes,Water Filter Guru,1
2026-06-22,filters,Kidz Heaven,1
2026-06-22,filters,Relative Tools,1
2026-06-22,filters,Organised Free Spirit,1
2026-06-22,filters,CNN,1
2026-06-22,filters,Rank On Top,1
2026-06-22,filters,Water Filter Guru,1
2026-06-22,find,findanexpert.unimelb.edu.au,2
2026-06-22,find,7NEWS Australia,1
2026-06-22,find,nationaltribune.com.au,1
2026-06-22,finds,ibtimes.com.au,2
2026-06-22,finds,KMOV St. Louis,1
2026-06-22,finds,Channel 4 News,1
2026-06-22,finds,OTV,1
2026-06-22,finds,thewest.com.au,1
2026-06-22,finds,msn.com,1
2026-06-22,first,miragenews.com,2
2026-06-22,first,newcastle.edu.au,2
2026-06-22,first,MrZidi,1
2026-06-22,first,Brain Desk,1
2026-06-22,first,WION,1
2026-06-22,first,Harmony Pediatrics,1
2026-06-22,first,Let's Crack UPSC CSE Hindi,1
2026-06-22,first,withswa,1
2026-06-22,first,citynews.com.au,1
2026-06-22,first,firstnationsnews.com.au,1
2026-06-22,first,nationaltribune.com.au,1
2026-06-22,first,puffnstuff.com.au,1
2026-06-22,first line,newcastle.edu.au,2
2026-06-22,first line,nationaltribune.com.au,1
2026-06-22,first line,miragenews.com,1
2026-06-22,flu,miragenews.com,8
2026-06-22,flu,The Midnight Pharmacy,4
2026-06-22,flu,TerryWhite Chemmart Paragon ,3
2026-06-22,flu,timesnewsgroup.com.au,3
2026-06-22,flu,KADAK,2
2026-06-22,flu,"Australian Dept of Health, Disability and Ageing",2
2026-06-22,flu,bloomsthechemist.com.au,2
2026-06-22,flu,couriermail.com.au,2
2026-06-22,flu,ibtimes.com.au,2
2026-06-22,flu,westernplainsapp.com.au,2
2026-06-22,flu,wangarattachronicle.com.au,2
2026-06-22,flu,parkwoodgreenmedical.com.au,2
2026-06-22,flu,perthnow.com.au,2
2026-06-22,flu,thewest.com.au,2
2026-06-22,flu,msn.com,2
2026-06-22,flu,wamnnews.com.au,2
2026-06-22,flu,IndiaFluProtection,1
2026-06-22,flu,KMOV St. Louis,1
2026-06-22,flu,"WBAY TV-2 | Green Bay, WI",1
2026-06-22,flu,NARC memories,1
2026-06-22,flu,TerryWhite Chemmart Cumberland Park Pharmacy,1
2026-06-22,flu,MS NOW,1
2026-06-22,flu,The Mark Thompson Show,1
2026-06-22,flu,A Peaceful Perch,1
2026-06-22,flu,MediStar Hospitals ,1
2026-06-22,flu,10 News,1
2026-06-22,flu,7NEWS Australia,1
2026-06-22,flu,The Bony Nurse,1
2026-06-22,flu,Pinay Prenny in South Australia,1
2026-06-22,flu,newshub.medianet.com.au,1
2026-06-22,flu,racgp.org.au,1
2026-06-22,flu,riverineherald.com.au,1
2026-06-22,flu,sheppnews.com.au,1
2026-06-22,flu,healthtranslations.vic.gov.au,1
2026-06-22,flu,s3-ap-southeast-2.amazonaws.com,1
2026-06-22,flu,hotdoc.com.au,1
2026-06-22,flu,swsphn.com.au,1
2026-06-22,flu,m.au.investing.com,1
2026-06-22,flu,coonambletimes.com.au,1
2026-06-22,flu,goldcoastbulletin.com.au,1
2026-06-22,flu,australiantenders.com.au,1
2026-06-22,flu,cairnspost.com.au,1
2026-06-22,flu,narranderaargus.com.au,1
2026-06-22,flu,au.investing.com,1
2026-06-22,flu,wha.net.au,1
2026-06-22,flu,bendigohealth.org.au,1
2026-06-22,flu,govmarket.com.au,1
2026-06-22,flu,abc.net.au,1
2026-06-22,flu,classicwayfamilypractice.com.au,1
2026-06-22,flu,smh.com.au,1
2026-06-22,flu outbreak,msn.com,2
2026-06-22,flu outbreak,MS NOW,1
2026-06-22,flu outbreak,The Mark Thompson Show,1
2026-06-22,flu season,wangarattachronicle.com.au,2
2026-06-22,flu season,parkwoodgreenmedical.com.au,2
2026-06-22,flu season,miragenews.com,2
2026-06-22,flu season,thewest.com.au,2
2026-06-22,flu season,The Bony Nurse,1
2026-06-22,flu season,riverineherald.com.au,1
2026-06-22,flu season,sheppnews.com.au,1
2026-06-22,flu season,narranderaargus.com.au,1
2026-06-22,flu season,wha.net.au,1
2026-06-22,flu shot,miragenews.com,2
2026-06-22,flu shot,smh.com.au,1
2026-06-22,flu vaccination,The Midnight Pharmacy,2
2026-06-22,flu vaccination,TerryWhite Chemmart Paragon ,2
2026-06-22,flu vaccination,parkwoodgreenmedical.com.au,2
2026-06-22,flu vaccination,miragenews.com,2
2026-06-22,flu vaccination,TerryWhite Chemmart Cumberland Park Pharmacy,1
2026-06-22,flu vaccination,newshub.medianet.com.au,1
2026-06-22,flu vaccination,racgp.org.au,1
2026-06-22,flu vaccination,healthtranslations.vic.gov.au,1
2026-06-22,flu vaccination,s3-ap-southeast-2.amazonaws.com,1
2026-06-22,flu vaccination,swsphn.com.au,1
2026-06-22,flu vaccination,coonambletimes.com.au,1
2026-06-22,flu vaccination,australiantenders.com.au,1
2026-06-22,flu vaccination,govmarket.com.au,1
2026-06-22,flu vaccine,bloomsthechemist.com.au,2
2026-06-22,flu vaccine,westernplainsapp.com.au,2
2026-06-22,flu vaccine,IndiaFluProtection,1
2026-06-22,flu vaccine,KMOV St. Louis,1
2026-06-22,flu vaccine,"WBAY TV-2 | Green Bay, WI",1
2026-06-22,flu vaccine,NARC memories,1
2026-06-22,flu vaccine,MediStar Hospitals ,1
2026-06-22,flu vaccine,10 News,1
2026-06-22,flu vaccine,7NEWS Australia,1
2026-06-22,flu vaccine,Pinay Prenny in South Australia,1
2026-06-22,flu vaccine,couriermail.com.au,1
2026-06-22,flu vaccine,m.au.investing.com,1
2026-06-22,flu vaccine,goldcoastbulletin.com.au,1
2026-06-22,flu vaccine,au.investing.com,1
2026-06-22,flu vaccines,The Midnight Pharmacy,2
2026-06-22,flu vaccines,perthnow.com.au,2
2026-06-22,flu vaccines,TerryWhite Chemmart Paragon ,1
2026-06-22,flu vaccines,classicwayfamilypractice.com.au,1
2026-06-22,flumist,crohnsandcolitis.org.au,2
2026-06-22,flumist,thewest.com.au,2
2026-06-22,flumist,mvec.mcri.edu.au,1
2026-06-22,fluoride cover,SupremacyGentleman666,1
2026-06-22,fluoride cover,Arkansas Underground,1
2026-06-22,fluoride cover,Datura,1
2026-06-22,fluoride debate,Text form Evidence,1
2026-06-22,fluoride debate,PlanetNotPlastic,1
2026-06-22,fluoride debate,GoodAsDone,1
2026-06-22,fluoride drinking,InterestingClips,1
2026-06-22,fluoride drinking,WJTV 12 News,1
2026-06-22,fluoride drinking,max vs machines,1
2026-06-22,fluoride health,Toxic Fluoride,2
2026-06-22,fluoride health,Dr. Gina Nick,1
2026-06-22,fluoride health,Dr. Debbie Ozment,1
2026-06-22,fluoride industrial,Furnace Of Adversity Ba,1
2026-06-22,fluoride industrial,Waboche,1
2026-06-22,fluoride industrial,Christian Cat,1
2026-06-22,fluoride punk,DigitalLove13,2
2026-06-22,fluoride punk,prod. rxhff,1
2026-06-22,fluoride reduction,Kidz Heaven,2
2026-06-22,fluoride reduction,Water Filter Guru,1
2026-06-22,fluoride tap,KWQC News,1
2026-06-22,fluoride tap,Aleks Fidurski,1
2026-06-22,fluoride tap,Ali Malik,1
2026-06-22,fluoride toothpaste,Boost Health Body,1
2026-06-22,fluoride toothpaste,Dr. AntIHero MD,1
2026-06-22,fluoride toothpaste,Health 360 simplified,1
2026-06-22,fluoride toothpaste,Pristine Smiles Dental,1
2026-06-22,fluoride toothpaste,michifinds,1
2026-06-22,fluoride toothpaste,Adam Rounisto Reviews,1
2026-06-22,fluoride toothpaste,Nick Conte,1
2026-06-22,fluoride toothpaste,The Mama Dentist,1
2026-06-22,fluoride toothpaste,Dr Roshan Rayen,1
2026-06-22,fluoride toothpaste,everyday.com.au,1
2026-06-22,fluoride toxicity,Fluoride Free Australia,2
2026-06-22,fluoride toxicity,Toxic Fluoride,1
2026-06-22,fluoride-free,Sarah Torrence ,2
2026-06-22,fluoride-free,Peachyfind,1
2026-06-22,fluoride-free,Sunflour Academy of Gluten Free Fusion,1
2026-06-22,fluoride-free,Brandon Trame,1
2026-06-22,fluoride-free,Taylor the Saver,1
2026-06-22,fluoride-free,Jessica Reviews,1
2026-06-22,fluoride-free,Epic Reviewz,1
2026-06-22,fluoride-free,Les Farley's Odds And Ends,1
2026-06-22,fluoride-free,Knot at the spot,1
